class_id,epoch_id,topic_id,topic_uid,topic_number,display_title,quiz_link,notebook_link,doc_link,doc_links,sort_order,status
12,contemporana,contemporana-20,12-contemporana-20,20,"Reinstaurarea regimului comunist în RSSM. Colectivizarea forţată, foametea şi deportările",,,,[],77,links_pending
12,contemporana,contemporana-21,12-contemporana-21,21,"Politica ,,Centrului” în RSSM: economie, societate şi mod de viaţă",,,,[],78,links_pending
12,contemporana,contemporana-22,12-contemporana-22,22,Politica conducerii sovietice din RSSM în domeniul culturii şi ştiinţei,,,,[],79,links_pending
12,contemporana,contemporana-23,12-contemporana-23,23,Formarea Lumii bipolare. Războiul Rece,,,,[],80,links_pending
12,contemporana,contemporana-24,12-contemporana-24,24,Proclamarea suveranităţii şi independenţei Republicii Moldova. Simbolurile de stat,,,,[],81,links_pending
12,contemporana,contemporana-25,12-contemporana-25,25,Războiul de pe Nistru,,,,[],82,links_pending
12,contemporana,contemporana-26,12-contemporana-26,26,Realizările tehnice şi ştiinţifice din epoca contemporană,,,,[],83,links_pending
12,contemporana,contemporana-27,12-contemporana-27,27,Cultura şi ştiinţa în Republica Moldova,,,,[],84,links_pending
12,contemporana,contemporana-28,12-contemporana-28,28,Impactul tehnologiilor asupra vieţii cotidiene şi asupra mediului,,,,[],85,links_pending
12,contemporana,contemporana-29,12-contemporana-29,29,Consecinţele problemelor globale şi modalităţi de supraveţuire a omenirii,,,,[],86,links_pending
